tensor,shape,ndim,numel,family,controlled,optimizer_group,reference_fro_norm,reference_rms_norm,prefix_checkpoint,prefix_sha256,prefix_global_state_step,prefix_git_commit,prefix_source_policy,target_policy
blocks.7.attn.qkv.bias,[576],1,576,attention_qkv,True,controlled,0.33728286623954773,0.014053452759981155,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.proj.weight,"[192,192]",2,36864,attention_output,True,controlled,6.247281551361084,0.03253792474667231,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.proj.bias,[192],1,192,attention_output,True,controlled,0.2842514216899872,0.02051407935378099,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.norm2.weight,[192],1,192,block_layernorm,False,uncontrolled,13.649896621704102,0.9850964361189284,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc1.weight,"[768,192]",2,147456,mlp_input,True,controlled,12.730323791503906,0.03315188487370809,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc1.bias,[768],1,768,mlp_input,True,controlled,0.9700250625610352,0.035002764436893576,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc2.weight,"[192,768]",2,147456,mlp_output,True,controlled,10.766769409179688,0.0280384620030721,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc2.bias,[192],1,192,mlp_output,True,controlled,0.2979513108730316,0.021502783692243337,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.norm1.weight,[192],1,192,block_layernorm,False,uncontrolled,13.488968849182129,0.9734824745207223,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.weight,"[576,192]",2,110592,attention_qkv,True,controlled,10.292288780212402,0.030949248426213518,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.bias,[576],1,576,attention_qkv,True,controlled,0.5511769652366638,0.022965706884860992,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.proj.weight,"[192,192]",2,36864,attention_output,True,controlled,5.940528869628906,0.03094025452931722,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.proj.bias,[192],1,192,attention_output,True,controlled,0.30552250146865845,0.022049187308302225,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.norm2.weight,[192],1,192,block_layernorm,False,uncontrolled,13.805002212524414,0.9962902179455437,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc1.weight,"[768,192]",2,147456,mlp_input,True,controlled,13.206162452697754,0.0343910480539004,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc1.bias,[768],1,768,mlp_input,True,controlled,1.0126975774765015,0.03654257618523375,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc2.weight,"[192,768]",2,147456,mlp_output,True,controlled,11.222077369689941,0.02922415981690089,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc2.bias,[192],1,192,mlp_output,True,controlled,0.33036521077156067,0.023842055421231002,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.norm1.weight,[192],1,192,block_layernorm,False,uncontrolled,13.3754243850708,0.965288108655764,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.weight,"[576,192]",2,110592,attention_qkv,True,controlled,10.145304679870605,0.030507262437156582,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.bias,[576],1,576,attention_qkv,True,controlled,0.32023459672927856,0.013343108197053274,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.proj.weight,"[192,192]",2,36864,attention_output,True,controlled,5.948593616485596,0.030982258419195812,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.proj.bias,[192],1,192,attention_output,True,controlled,0.33589625358581543,0.024241224053444668,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.norm2.weight,[192],1,192,block_layernorm,False,uncontrolled,13.73993968963623,0.9915947348075876,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc1.weight,"[768,192]",2,147456,mlp_input,True,controlled,13.074895858764648,0.034049207965532936,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc1.bias,[768],1,768,mlp_input,True,controlled,1.103407859802246,0.03981580155517348,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc2.weight,"[192,768]",2,147456,mlp_output,True,controlled,11.113139152526855,0.028940466543038685,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc2.bias,[192],1,192,mlp_output,True,controlled,0.3543936312198639,0.025576157297984674,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.norm1.weight,[192],1,192,block_layernorm,False,uncontrolled,13.356572151184082,0.9639275658670986,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.weight,"[576,192]",2,110592,attention_qkv,True,controlled,10.10241985321045,0.030378306363112877,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.bias,[576],1,576,attention_qkv,True,controlled,0.36845603585243225,0.015352334827184677,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.proj.weight,"[192,192]",2,36864,attention_output,True,controlled,6.107692241668701,0.03181089709202448,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.proj.bias,[192],1,192,attention_output,True,controlled,0.3494945168495178,0.025222594172920915,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.norm2.weight,[192],1,192,block_layernorm,False,uncontrolled,13.715132713317871,0.9898044455006895,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc1.weight,"[768,192]",2,147456,mlp_input,True,controlled,13.135089874267578,0.03420596321423849,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc1.bias,[768],1,768,mlp_input,True,controlled,1.1909085512161255,0.042973210789053584,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc2.weight,"[192,768]",2,147456,mlp_output,True,controlled,11.25243091583252,0.02930320550998052,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc2.bias,[192],1,192,mlp_output,True,controlled,0.36565762758255005,0.02638906621450315,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.norm1.weight,[192],1,192,block_layernorm,False,uncontrolled,13.48046588897705,0.9728688262253086,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.weight,"[576,192]",2,110592,attention_qkv,True,controlled,10.430974960327148,0.031366282298203776,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.bias,[576],1,576,attention_qkv,True,controlled,0.4229333698749542,0.01762222374478976,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.proj.weight,"[192,192]",2,36864,attention_output,True,controlled,5.932058811187744,0.030896139641602833,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.proj.bias,[192],1,192,attention_output,True,controlled,0.3593584895133972,0.02593446508201715,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.norm2.weight,[192],1,192,block_layernorm,False,uncontrolled,13.648660659790039,0.9850072382509544,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc1.weight,"[768,192]",2,147456,mlp_input,True,controlled,13.09875202178955,0.03411133339007696,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc1.bias,[768],1,768,mlp_input,True,controlled,1.2896403074264526,0.046535886165653385,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc2.weight,"[192,768]",2,147456,mlp_output,True,controlled,11.402202606201172,0.029693235953648884,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.mlp.fc2.bias,[192],1,192,mlp_output,True,controlled,0.37659281492233276,0.02717824538378597,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
norm.weight,[192],1,192,final_layernorm,False,uncontrolled,17.15207862854004,1.2378446516686523,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
head.weight,"[200,192]",2,38400,classifier_head,False,uncontrolled,8.352977752685547,0.042626111097706934,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
head.bias,[200],1,200,classifier_head,False,uncontrolled,0.5122581720352173,0.03622212271643272,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
