tensor,parent_tensor,unit_label,shape,ndim,numel,family,controlled,optimizer_group,reference_fro_norm,reference_rms_norm,prefix_checkpoint,prefix_sha256,prefix_global_state_step,prefix_git_commit,prefix_source_policy,target_policy
blocks.5.attn.qkv.bias::v,blocks.5.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.2623074948787689,0.018930412847339203,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.attn.proj.weight,blocks.5.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,6.409681797027588,0.033383759359518685,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.attn.proj.bias,blocks.5.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.2334410697221756,0.016847158055501535,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.mlp.fc1.weight,blocks.5.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,12.489182472229004,0.03252391268809637,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.mlp.fc1.bias,blocks.5.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,0.9626326560974121,0.034736013945535334,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.mlp.fc2.weight,blocks.5.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,10.589414596557617,0.027576600511868794,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.5.mlp.fc2.bias,blocks.5.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.2447773665189743,0.017665284806407187,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.weight::q,blocks.6.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,5.398220539093018,0.0281157319744428,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.weight::k,blocks.6.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,5.545571804046631,0.028883186479409535,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.weight::v,blocks.6.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,6.196498394012451,0.032273429135481514,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.bias::q,blocks.6.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.39476820826530457,0.02848994141368498,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.bias::k,blocks.6.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.0021038574632257223,0.00015183283409124675,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.qkv.bias::v,blocks.6.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.28280720114707947,0.020409851713878872,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.proj.weight,blocks.6.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,6.313019752502441,0.03288031121095022,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.attn.proj.bias,blocks.6.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.24462498724460602,0.017654287779522757,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.mlp.fc1.weight,blocks.6.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,12.689491271972656,0.033045550187428795,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.mlp.fc1.bias,blocks.6.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,0.9800474643707275,0.03536441671081561,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.mlp.fc2.weight,blocks.6.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,10.765872955322266,0.0280361274878184,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.6.mlp.fc2.bias,blocks.6.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.2624180018901825,0.018938388003937573,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.weight::q,blocks.7.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,5.428656578063965,0.028274253010749817,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.weight::k,blocks.7.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,5.4927287101745605,0.02860796203215917,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.weight::v,blocks.7.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,6.225074291229248,0.032422261933485665,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.bias::q,blocks.7.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.2783057689666748,0.020084988828741938,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.bias::k,blocks.7.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.0024137096479535103,0.00017419448937394452,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.qkv.bias::v,blocks.7.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.190525084733963,0.013749963619816227,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.proj.weight,blocks.7.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,6.247281551361084,0.03253792474667231,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.attn.proj.bias,blocks.7.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.2842514216899872,0.02051407935378099,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc1.weight,blocks.7.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,12.730323791503906,0.03315188487370809,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc1.bias,blocks.7.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,0.9700250625610352,0.035002764436893576,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc2.weight,blocks.7.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,10.766769409179688,0.0280384620030721,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.7.mlp.fc2.bias,blocks.7.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.2979513108730316,0.021502783692243337,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.weight::q,blocks.8.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,5.961089611053467,0.031047341724236805,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.weight::k,blocks.8.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,6.017390251159668,0.03134057422478994,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.weight::v,blocks.8.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,5.847033977508545,0.030453301966190338,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.bias::q,blocks.8.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.4952854812145233,0.0357441507381148,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.bias::k,blocks.8.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.0026669753715395927,0.00019247236858506076,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.qkv.bias::v,blocks.8.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.24182893335819244,0.017452499971524062,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.proj.weight,blocks.8.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,5.940528869628906,0.03094025452931722,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.attn.proj.bias,blocks.8.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.30552250146865845,0.022049187308302225,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc1.weight,blocks.8.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,13.206162452697754,0.0343910480539004,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc1.bias,blocks.8.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,1.0126975774765015,0.03654257618523375,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc2.weight,blocks.8.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,11.222077369689941,0.02922415981690089,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.8.mlp.fc2.bias,blocks.8.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.33036521077156067,0.023842055421231002,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.weight::q,blocks.9.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,5.8578596115112305,0.03050968547662099,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.weight::k,blocks.9.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,5.843709468841553,0.030435986816883087,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.weight::v,blocks.9.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,5.870577335357666,0.03057592362165451,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.bias::q,blocks.9.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.2628310024738312,0.018968193753705703,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.bias::k,blocks.9.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.001281072269193828,9.245342743380267e-05,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.qkv.bias::v,blocks.9.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.18294376134872437,0.013202828732656083,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.proj.weight,blocks.9.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,5.948593616485596,0.030982258419195812,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.attn.proj.bias,blocks.9.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.33589625358581543,0.024241224053444668,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc1.weight,blocks.9.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,13.074895858764648,0.034049207965532936,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc1.bias,blocks.9.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,1.103407859802246,0.03981580155517348,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc2.weight,blocks.9.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,11.113139152526855,0.028940466543038685,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.9.mlp.fc2.bias,blocks.9.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.3543936312198639,0.025576157297984674,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.weight::q,blocks.10.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,5.732734203338623,0.02985799064238866,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.weight::k,blocks.10.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,5.723849296569824,0.029811715086301167,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.weight::v,blocks.10.attn.qkv.weight,v,"[192,192]",2,36864,attention_qkv,True,controlled,6.035921096801758,0.03143708904584249,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.bias::q,blocks.10.attn.qkv.bias,q,[192],1,192,attention_qkv,True,controlled,0.30804643034935,0.022231336185637565,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.bias::k,blocks.10.attn.qkv.bias,k,[192],1,192,attention_qkv,True,controlled,0.0013422062620520592,9.686539333796973e-05,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.qkv.bias::v,blocks.10.attn.qkv.bias,v,[192],1,192,attention_qkv,True,controlled,0.2021520733833313,0.014589069248138414,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.proj.weight,blocks.10.attn.proj.weight,,"[192,192]",2,36864,attention_output,True,controlled,6.107692241668701,0.03181089709202448,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.attn.proj.bias,blocks.10.attn.proj.bias,,[192],1,192,attention_output,True,controlled,0.3494945168495178,0.025222594172920915,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc1.weight,blocks.10.mlp.fc1.weight,,"[768,192]",2,147456,mlp_input,True,controlled,13.135089874267578,0.03420596321423849,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc1.bias,blocks.10.mlp.fc1.bias,,[768],1,768,mlp_input,True,controlled,1.1909085512161255,0.042973210789053584,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc2.weight,blocks.10.mlp.fc2.weight,,"[192,768]",2,147456,mlp_output,True,controlled,11.25243091583252,0.02930320550998052,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.10.mlp.fc2.bias,blocks.10.mlp.fc2.bias,,[192],1,192,mlp_output,True,controlled,0.36565762758255005,0.02638906621450315,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.weight::q,blocks.11.attn.qkv.weight,q,"[192,192]",2,36864,attention_qkv,True,controlled,6.118040561676025,0.03186479459206263,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
blocks.11.attn.qkv.weight::k,blocks.11.attn.qkv.weight,k,"[192,192]",2,36864,attention_qkv,True,controlled,6.094915390014648,0.03174435098965963,outputs/expanded_block_affine_rmsnorm_finalnorm_v6_tensor_monitoring/prefix/checkpoint_step_002500.pt,48789c6d64c46e1bdbbd8922db01ec4472d4ca72ce2911c6f27a5a6bfed66773,2500,,hidden_matrices,expanded_block_affine_v2
